FruMARCM-M002321_seg001,fru-M-600105
FruMARCM-M002323_seg001,fru-M-400208
FruMARCM-M002324_seg001,fru-M-400209
FruMARCM-M002324_seg002,fru-M-400210
FruMARCM-M002325_seg001,fru-M-400211
FruMARCM-M002325_seg002,fru-M-400212
FruMARCM-M002326_seg001,fru-M-100210
FruMARCM-M002327_seg001,fru-M-300259
FruMARCM-M002328_seg001,fru-M-300260
FruMARCM-M002329_seg001,fru-M-000173
FruMARCM-M002333_seg001,fru-M-600106
FruMARCM-M002349_seg001,fru-M-300261
FruMARCM-M002351_seg001,fru-M-300262
FruMARCM-M002358_seg001,fru-M-900059
FruMARCM-M002364_seg001,fru-M-700155
FruMARCM-M002364_seg002,fru-M-700156
FruMARCM-M002369_seg001,fru-M-200283
FruMARCM-M002370_seg001,fru-M-000174
FruMARCM-M002371_seg001,fru-M-400213
FruMARCM-M002372_seg001,fru-M-400214
FruMARCM-M002373_seg001,fru-M-400215
FruMARCM-M002373_seg002,fru-M-400216
FruMARCM-M002374_seg001,fru-M-700157
FruMARCM-M002375_seg001,fru-M-700158
FruMARCM-M002376_seg001,fru-M-700159
FruMARCM-M002377_seg001,fru-M-500228
FruMARCM-M002377_seg002,fru-M-500229
FruMARCM-M002377_seg003,fru-M-500230
FruMARCM-M002377_seg004,fru-M-500231
FruMARCM-M002378_seg001,fru-M-700160
FruMARCM-M002379_seg001,fru-M-200284
FruMARCM-M002379_seg002,fru-M-200285
FruMARCM-M002380_seg001,fru-M-900060
FruMARCM-M002381_seg001,fru-M-900061
FruMARCM-M002382_seg001,fru-M-200286
FruMARCM-M002382_seg002,fru-M-200287
FruMARCM-M002382_seg003,fru-M-200288
FruMARCM-M002383_seg001,fru-M-200289
FruMARCM-M002384_seg001,fru-M-500232
FruMARCM-M002385_seg001,fru-M-000175
FruMARCM-M002386_seg001,fru-M-500233
FruMARCM-M002387_seg001,fru-M-000176
FruMARCM-M002388_seg001,fru-M-000177
FruMARCM-M002388_seg002,fru-M-000178
FruMARCM-M002388_seg003,fru-M-000179
FruMARCM-M002389_seg001,fru-M-900062
FruMARCM-M002390_seg001,fru-M-900063
FruMARCM-M002391_seg001,fru-M-900064
FruMARCM-M002391_seg002,fru-M-900065
FruMARCM-M002392_seg001,fru-M-900066
FruMARCM-M002394_seg001,fru-M-300263
FruMARCM-M002394_seg002,fru-M-300264
FruMARCM-M002395_seg001,fru-M-300265
FruMARCM-M002395_seg002,fru-M-300266
FruMARCM-M002398_seg001,fru-M-700161
FruMARCM-M002398_seg002,fru-M-700162
FruMARCM-M002399_seg001,fru-M-700163
FruMARCM-M002400_seg001,fru-M-700164
FruMARCM-M002401_seg001,fru-M-700165
FruMARCM-M002402_seg001,fru-M-700166
FruMARCM-M002407_seg001,fru-M-700167
FruMARCM-M002408_seg001,fru-M-700168
FruMARCM-M002408_seg002,fru-M-700169
FruMARCM-M002409_seg001,fru-M-300267
FruMARCM-M002410_seg001,fru-M-300268
FruMARCM-M002410_seg002,fru-M-300269
FruMARCM-M002410_seg003,fru-M-300270
FruMARCM-M002411_seg001,fru-M-300271
FruMARCM-M002411_seg002,fru-M-300272
FruMARCM-M002412_seg001,fru-M-300273
FruMARCM-M002412_seg002,fru-M-300274
FruMARCM-M002412_seg003,fru-M-300275
FruMARCM-M002413_seg001,fru-M-500234
FruMARCM-M002413_seg002,fru-M-500235
FruMARCM-M002415_seg001,fru-M-700170
FruMARCM-M002416_seg001,fru-M-700171
FruMARCM-M002417_seg001,fru-M-300276
FruMARCM-M002418_seg001,fru-M-700172
FruMARCM-M002419_seg001,fru-M-300277
FruMARCM-M002420_seg001,fru-M-500236
FruMARCM-M002421_seg001,fru-M-900067
FruMARCM-M002422_seg001,fru-M-700173
FruMARCM-M002423_seg001,fru-M-700174
FruMARCM-M002424_seg001,fru-M-800098
FruMARCM-M002425_seg001,fru-M-800099
FruMARCM-M002426_seg001,fru-M-800100
FruMARCM-M002429_seg001,fru-M-300278
FruMARCM-M002429_seg002,fru-M-300279
FruMARCM-M002430_seg001,fru-M-200290
FruMARCM-M002431_seg001,fru-M-300280
FruMARCM-M002432_seg001,fru-M-300281
FruMARCM-M002433_seg001,fru-M-300282
FruMARCM-M002434_seg001,fru-M-300283
FruMARCM-M002435_seg001,fru-M-300284
FruMARCM-M002436_seg001,fru-M-300285
FruMARCM-M002437_seg001,fru-M-000180
FruMARCM-M002437_seg002,fru-M-000181
FruMARCM-M002438_seg001,fru-M-000182
FruMARCM-M002438_seg002,fru-M-000183
FruMARCM-M002439_seg001,fru-M-000184
FruMARCM-M002439_seg002,fru-M-000185
FruMARCM-M002440_seg001,fru-M-300286
FruMARCM-M002441_seg001,fru-M-300287
FruMARCM-M002442_seg001,fru-M-300288
FruMARCM-M002443_seg001,fru-M-400217
FruMARCM-M002444_seg001,fru-M-300289
FruMARCM-M002445_seg001,fru-M-300290
FruMARCM-M002446_seg001,fru-M-200291
FruMARCM-M002446_seg002,fru-M-200292
FruMARCM-M002447_seg001,fru-M-200293
FruMARCM-M002451_seg001,fru-M-800101
FruMARCM-M002451_seg002,fru-M-800102
FruMARCM-M002453_seg001,fru-M-000186
FruMARCM-M002454_seg001,fru-M-000187
FruMARCM-M002455_seg001,fru-M-000188
FruMARCM-M002456_seg001,fru-M-800103
FruMARCM-M002457_seg001,fru-M-800104
FruMARCM-M002466_seg001,fru-M-000189
FruMARCM-M002469_seg001,fru-M-600107
FruMARCM-M002474_seg001,fru-M-200294
FruMARCM-M002475_seg001,fru-M-000190
FruMARCM-M002476_seg001,fru-M-700175
FruMARCM-M002478_seg001,fru-M-700176
FruMARCM-M002479_seg001,fru-M-300291
FruMARCM-M002480_seg001,fru-M-300292
FruMARCM-M002480_seg002,fru-M-300293
FruMARCM-M002480_seg003,fru-M-300294
FruMARCM-M002481_seg001,fru-M-400218
FruMARCM-M002481_seg002,fru-M-400219
FruMARCM-M002482_seg001,fru-M-200295
FruMARCM-M002482_seg002,fru-M-200296
FruMARCM-M002483_seg001,fru-M-300295
FruMARCM-M002484_seg001,fru-M-300296
FruMARCM-M002485_seg001,fru-M-300297
FruMARCM-M002486_seg001,fru-M-700177
FruMARCM-M002487_seg001,fru-M-000191
FruMARCM-M002488_seg001,fru-M-200297
FruMARCM-M002489_seg001,fru-M-800105
FruMARCM-M002490_seg001,fru-M-200298
FruMARCM-M002491_seg001,fru-M-200299
FruMARCM-M002492_seg001,fru-M-300298
FruMARCM-M002493_seg001,fru-M-200300
FruMARCM-M002494_seg001,fru-M-300299
FruMARCM-M002495_seg001,fru-M-200301
FruMARCM-M002496_seg001,fru-M-400220
FruMARCM-M002496_seg002,fru-M-400221
FruMARCM-M002497_seg001,fru-M-500237
FruMARCM-M002498_seg001,fru-M-300300
FruMARCM-M002499_seg001,fru-M-300301
FruMARCM-M002500_seg001,fru-M-900068
FruMARCM-M002501_seg001,fru-M-700178
FruMARCM-M002502_seg001,fru-M-900069
FruMARCM-M002503_seg001,fru-M-300302
FruMARCM-M002504_seg001,fru-M-700179
FruMARCM-M002505_seg001,fru-M-700180
FruMARCM-M002508_seg001,fru-M-600108
FruMARCM-M002508_seg002,fru-M-600109
FruMARCM-M002509_seg001,fru-M-700181
FruMARCM-M002510_seg001,fru-M-700182
FruMARCM-M002510_seg002,fru-M-700183
FruMARCM-M002510_seg003,fru-M-700184
FruMARCM-M002511_seg001,fru-M-300303
FruMARCM-M002513_seg001,fru-M-100211
FruMARCM-M002514_seg001,fru-M-100212
FruMARCM-M002515_seg001,fru-M-100213
FruMARCM-M002516_seg001,fru-M-100214
FruMARCM-M002517_seg001,fru-M-100215
FruMARCM-M002518_seg001,fru-M-100216
FruMARCM-M002520_seg001,fru-M-000192
FruMARCM-M002523_seg001,fru-M-200302
FruMARCM-M002524_seg001,fru-M-200303
FruMARCM-M002525_seg001,fru-M-200304
FruMARCM-M002525_seg002,fru-M-200305
FruMARCM-M002526_seg002,fru-M-200307
FruMARCM-M002527_seg001,fru-M-000193
FruMARCM-M002528_seg001,fru-M-100218
FruMARCM-M002529_seg001,fru-M-100219
FruMARCM-M002530_seg001,fru-M-000194
FruMARCM-M002531_seg001,fru-M-000195
FruMARCM-M002532_seg001,fru-M-100220
FruMARCM-M002533_seg001,fru-M-100221
FruMARCM-M002534_seg001,fru-M-000196
FruMARCM-M002534_seg002,fru-M-000197
FruMARCM-M002534_seg003,fru-M-000198
FruMARCM-M002535_seg001,fru-M-200308
FruMARCM-M002536_seg001,fru-M-200309
FruMARCM-M002537_seg001,fru-M-000199
FruMARCM-M002538_seg001,fru-M-200310
FruMARCM-M002538_seg002,fru-M-200311
FruMARCM-M002539_seg001,fru-M-200312
FruMARCM-M002539_seg002,fru-M-200313
FruMARCM-M002539_seg003,fru-M-200314
FruMARCM-M002540_seg001,fru-M-000200
FruMARCM-M002541_seg001,fru-M-200315
FruMARCM-M002542_seg001,fru-M-200316
FruMARCM-M002543_seg001,fru-M-200317
FruMARCM-M002544_seg001,fru-M-200318
FruMARCM-M002545_seg001,fru-M-200319
FruMARCM-M002546_seg001,fru-M-200320
FruMARCM-M002547_seg001,fru-M-000201
FruMARCM-M002548_seg001,fru-M-100222
FruMARCM-M002549_seg001,fru-M-100223
FruMARCM-M002550_seg001,fru-M-100224
FruMARCM-M002551_seg001,fru-M-200321
FruMARCM-M002552_seg001,fru-M-200322
FruMARCM-M002553_seg001,fru-M-000202
FruMARCM-M002554_seg001,fru-M-000203
FruMARCM-M002555_seg001,fru-M-000204
FruMARCM-M002556_seg001,fru-M-000205
FruMARCM-M002556_seg002,fru-M-000206
FruMARCM-M002556_seg003,fru-M-000207
FruMARCM-M002557_seg001,fru-M-200323
FruMARCM-M002572_seg001,fru-M-500238
FruMARCM-M002573_seg001,fru-M-500239
FruMARCM-M002573_seg002,fru-M-500240
FruMARCM-M002573_seg003,fru-M-500241
FruMARCM-M002574_seg001,fru-M-400222
FruMARCM-M002574_seg002,fru-M-400223
FruMARCM-M002575_seg001,fru-M-500242
FruMARCM-M002576_seg001,fru-M-400224
FruMARCM-M002577_seg001,fru-M-700185
FruMARCM-M002580_seg001,fru-M-200328
FruMARCM-M002581_seg001,fru-M-200329
FruMARCM-M002582_seg001,fru-M-000209
FruMARCM-M002583_seg001,fru-M-200330
FruMARCM-M002584_seg001,fru-M-200331
FruMARCM-M002585_seg001,fru-M-200332
FruMARCM-M002586_seg001,fru-M-200333
FruMARCM-M002588_seg001,fru-M-100225
FruMARCM-M002589_seg001,fru-M-100226
FruMARCM-M002592_seg001,fru-M-100227
FruMARCM-M002593_seg001,fru-M-100228
FruMARCM-M002594_seg001,fru-M-300304
FruMARCM-M002595_seg001,fru-M-300305
FruMARCM-M002596_seg001,fru-M-100229
FruMARCM-M002597_seg001,fru-M-100230
FruMARCM-M002598_seg001,fru-M-100231
FruMARCM-M002598_seg002,fru-M-100232
FruMARCM-M002599_seg001,fru-M-000210
FruMARCM-M002600_seg001,fru-M-000211
FruMARCM-M002601_seg001,fru-M-100233
FruMARCM-M002602_seg001,fru-M-300306
FruMARCM-M002603_seg001,fru-M-000212
FruMARCM-M002604_seg001,fru-M-500243
FruMARCM-M002605_seg001,fru-M-700186
FruMARCM-M002606_seg001,fru-M-500244
FruMARCM-M002607_seg001,fru-M-500245
FruMARCM-M002608_seg001,fru-M-500246
FruMARCM-M002609_seg001,fru-M-500247
FruMARCM-M002610_seg001,fru-M-500248
FruMARCM-M002611_seg001,fru-M-200338
FruMARCM-M002612_seg001,fru-M-600110
FruMARCM-M002613_seg001,fru-M-600111
FruMARCM-M002614_seg001,fru-M-000213
FruMARCM-M002617_seg001,fru-M-300307
FruMARCM-M002617_seg002,fru-M-300308
FruMARCM-M002617_seg003,fru-M-300309
FruMARCM-M002618_seg001,fru-M-000214
FruMARCM-M002618_seg002,fru-M-000215
FruMARCM-M002619_seg001,fru-M-700187
FruMARCM-M002620_seg001,fru-M-000216
FruMARCM-M002621_seg001,fru-M-400225
FruMARCM-M002622_seg001,fru-M-200339
FruMARCM-M002622_seg002,fru-M-200340
FruMARCM-M002623_seg001,fru-M-400226
FruMARCM-M002623_seg002,fru-M-400227
FruMARCM-M002624_seg001,fru-M-600112
FruMARCM-M002626_seg001,fru-M-200341
FruMARCM-M002626_seg002,fru-M-200342
FruMARCM-M002627_seg001,fru-M-500249
FruMARCM-M002628_seg001,fru-M-300310
FruMARCM-M002629_seg001,fru-M-400228
FruMARCM-M002629_seg002,fru-M-400229
FruMARCM-M002630_seg001,fru-M-500250
FruMARCM-M002638_seg001,fru-M-100234
FruMARCM-M002639_seg001,fru-M-000217
FruMARCM-M002642_seg001,fru-M-100235
FruMARCM-M002643_seg001,fru-M-000218
FruMARCM-M002644_seg001,fru-M-100236
FruMARCM-M002645_seg001,fru-M-100237
FruMARCM-M002646_seg001,fru-M-100238
FruMARCM-M002647_seg001,fru-M-200343
FruMARCM-M002648_seg001,fru-M-200344
FruMARCM-M002649_seg001,fru-M-000219
FruMARCM-M002649_seg002,fru-M-000220
FruMARCM-M002651_seg001,fru-M-500251
FruMARCM-M001716_seg001,fru-M-500160
FruMARCM-M001796_seg001,fru-M-600076
FruMARCM-M001839_seg001,fru-M-700104
FruMARCM-M001907_seg001,fru-M-000123
FruMARCM-M001915_seg001,fru-M-300224
FruMARCM-M001935_seg001,fru-M-400177
FruMARCM-M001935_seg002,fru-M-400178
FruMARCM-M001935_seg003,fru-M-400179
FruMARCM-M001935_seg004,fru-M-400180
FruMARCM-M002025_seg001,fru-M-000143
FruMARCM-M002025_seg002,fru-M-000144
FruMARCM-M001538_seg001,fru-M-100145
FruMARCM-M001544_seg001,fru-M-300171
FruMARCM-M001544_seg002,fru-M-300172
FruMARCM-M001544_seg003,fru-M-300173
FruMARCM-M001545_seg001,fru-M-300174
FruMARCM-M001546_seg001,fru-M-300175
FruMARCM-M001546_seg002,fru-M-300176
FruMARCM-M001547_seg001,fru-M-300177
FruMARCM-M001548_seg001,fru-M-000072
FruMARCM-M001549_seg001,fru-M-100146
FruMARCM-M001550_seg001,fru-M-700084
FruMARCM-M001551_seg001,fru-M-700085
FruMARCM-M001551_seg002,fru-M-700086
FruMARCM-M001552_seg001,fru-M-200206
FruMARCM-M001552_seg002,fru-M-200207
FruMARCM-M001553_seg001,fru-M-200208
FruMARCM-M001553_seg002,fru-M-200209
FruMARCM-M001554_seg001,fru-M-200210
FruMARCM-M001554_seg002,fru-M-200211
FruMARCM-M001555_seg001,fru-M-500146
FruMARCM-M001555_seg002,fru-M-500147
FruMARCM-M001556_seg001,fru-M-500148
FruMARCM-M001557_seg001,fru-M-500149
FruMARCM-M001557_seg002,fru-M-500150
FruMARCM-M001558_seg001,fru-M-500151
FruMARCM-M001559_seg001,fru-M-500152
FruMARCM-M001560_seg001,fru-M-300178
FruMARCM-M001561_seg001,fru-M-300179
FruMARCM-M001562_seg001,fru-M-300180
FruMARCM-M001562_seg002,fru-M-300181
FruMARCM-M001562_seg003,fru-M-300182
FruMARCM-M001563_seg001,fru-M-300183
FruMARCM-M001564_seg001,fru-M-300184
FruMARCM-M001565_seg001,fru-M-000073
FruMARCM-M001566_seg001,fru-M-100147
FruMARCM-M001566_seg002,fru-M-100148
FruMARCM-M001566_seg003,fru-M-100149
FruMARCM-M001567_seg001,fru-M-100150
FruMARCM-M001567_seg002,fru-M-100151
FruMARCM-M001568_seg001,fru-M-100152
FruMARCM-M001568_seg002,fru-M-100153
FruMARCM-M001569_seg001,fru-M-700087
FruMARCM-M001570_seg001,fru-M-700088
FruMARCM-M001571_seg001,fru-M-400155
FruMARCM-M001572_seg001,fru-M-700089
FruMARCM-M001573_seg001,fru-M-700090
FruMARCM-M001574_seg001,fru-M-500153
FruMARCM-M001574_seg002,fru-M-500154
FruMARCM-M001575_seg001,fru-M-000074
FruMARCM-M001576_seg001,fru-M-700091
FruMARCM-M001576_seg002,fru-M-700092
FruMARCM-M001577_seg001,fru-M-700093
FruMARCM-M001578_seg001,fru-M-700094
FruMARCM-M001579_seg001,fru-M-000075
FruMARCM-M001580_seg001,fru-M-700095
FruMARCM-M001581_seg001,fru-M-100154
FruMARCM-M001582_seg001,fru-M-100155
FruMARCM-M001582_seg002,fru-M-100156
FruMARCM-M001582_seg003,fru-M-100157
FruMARCM-M001583_seg001,fru-M-000076
FruMARCM-M001584_seg001,fru-M-300185
FruMARCM-M001584_seg002,fru-M-300186
FruMARCM-M001585_seg001,fru-M-300187
FruMARCM-M001586_seg001,fru-M-200212
FruMARCM-M001587_seg001,fru-M-300188
FruMARCM-M001587_seg002,fru-M-300189
FruMARCM-M001588_seg001,fru-M-300190
FruMARCM-M001589_seg001,fru-M-300191
FruMARCM-M001589_seg002,fru-M-300192
FruMARCM-M001590_seg001,fru-M-200213
FruMARCM-M001590_seg002,fru-M-200214
FruMARCM-M001591_seg001,fru-M-600070
FruMARCM-M001591_seg002,fru-M-600071
FruMARCM-M001592_seg001,fru-M-000077
FruMARCM-M001593_seg001,fru-M-000078
FruMARCM-M001593_seg002,fru-M-000079
FruMARCM-M001594_seg001,fru-M-200215
FruMARCM-M001595_seg001,fru-M-200216
FruMARCM-M001596_seg001,fru-M-200217
FruMARCM-M001597_seg001,fru-M-200218
FruMARCM-M001598_seg001,fru-M-200219
FruMARCM-M001608_seg001,fru-M-600072
FruMARCM-M001609_seg001,fru-M-300193
FruMARCM-M001610_seg001,fru-M-300194
FruMARCM-M001611_seg001,fru-M-400156
FruMARCM-M001611_seg002,fru-M-400157
FruMARCM-M001612_seg001,fru-M-400158
FruMARCM-M001613_seg001,fru-M-400159
FruMARCM-M001613_seg002,fru-M-400160
FruMARCM-M001614_seg001,fru-M-400161
FruMARCM-M001616_seg001,fru-M-300195
FruMARCM-M001616_seg002,fru-M-300196
FruMARCM-M001617_seg001,fru-M-300197
FruMARCM-M001629_seg001,fru-M-300198
FruMARCM-M001630_seg001,fru-M-000080
FruMARCM-M001631_seg001,fru-M-000081
FruMARCM-M001632_seg001,fru-M-000082
FruMARCM-M001632_seg002,fru-M-000083
FruMARCM-M001633_seg001,fru-M-000084
FruMARCM-M001633_seg002,fru-M-000085
FruMARCM-M001646_seg001,fru-M-300199
FruMARCM-M001647_seg001,fru-M-300200
FruMARCM-M001647_seg002,fru-M-300201
FruMARCM-M001647_seg003,fru-M-300202
FruMARCM-M001648_seg001,fru-M-300203
FruMARCM-M001649_seg001,fru-M-100158
FruMARCM-M001649_seg002,fru-M-100159
FruMARCM-M001650_seg001,fru-M-100160
FruMARCM-M001650_seg002,fru-M-100161
FruMARCM-M001651_seg001,fru-M-100162
FruMARCM-M001652_seg001,fru-M-100163
FruMARCM-M001652_seg002,fru-M-100164
FruMARCM-M001652_seg003,fru-M-100165
FruMARCM-M001673_seg001,fru-M-600073
FruMARCM-M001675_seg001,fru-M-600074
FruMARCM-M001676_seg001,fru-M-500155
FruMARCM-M001677_seg001,fru-M-800059
FruMARCM-M001678_seg001,fru-M-800060
FruMARCM-M001678_seg002,fru-M-800061
FruMARCM-M001679_seg001,fru-M-800062
FruMARCM-M001679_seg002,fru-M-800063
FruMARCM-M001680_seg001,fru-M-700096
FruMARCM-M001682_seg001,fru-M-500156
FruMARCM-M001683_seg001,fru-M-500157
FruMARCM-M001684_seg001,fru-M-500158
FruMARCM-M001691_seg001,fru-M-400162
FruMARCM-M001691_seg002,fru-M-400163
FruMARCM-M001705_seg001,fru-M-800064
FruMARCM-M001713_seg001,fru-M-700097
FruMARCM-M001714_seg001,fru-M-700098
FruMARCM-M001715_seg001,fru-M-500159
FruMARCM-M001727_seg001,fru-M-100166
FruMARCM-M001728_seg001,fru-M-000086
FruMARCM-M001728_seg002,fru-M-000087
FruMARCM-M001729_seg001,fru-M-000088
FruMARCM-M001730_seg001,fru-M-000089
FruMARCM-M001731_seg001,fru-M-000090
FruMARCM-M001732_seg001,fru-M-000091
FruMARCM-M001733_seg001,fru-M-000092
FruMARCM-M001737_seg001,fru-M-000093
FruMARCM-M001738_seg001,fru-M-000094
FruMARCM-M001739_seg001,fru-M-000095
FruMARCM-M001739_seg002,fru-M-000096
FruMARCM-M001752_seg001,fru-M-000097
FruMARCM-M001753_seg001,fru-M-000098
FruMARCM-M001754_seg001,fru-M-500161
FruMARCM-M001755_seg001,fru-M-500162
FruMARCM-M001755_seg002,fru-M-500163
FruMARCM-M001760_seg001,fru-M-500164
FruMARCM-M001762_seg001,fru-M-500165
FruMARCM-M001763_seg001,fru-M-000099
FruMARCM-M001763_seg002,fru-M-000100
FruMARCM-M001764_seg001,fru-M-500166
FruMARCM-M001765_seg001,fru-M-000101
FruMARCM-M001765_seg002,fru-M-000102
FruMARCM-M001766_seg001,fru-M-500167
FruMARCM-M001767_seg001,fru-M-600075
FruMARCM-M001769_seg001,fru-M-000103
FruMARCM-M001771_seg001,fru-M-000104
FruMARCM-M001773_seg001,fru-M-000105
FruMARCM-M001776_seg001,fru-M-800065
FruMARCM-M001777_seg001,fru-M-800066
FruMARCM-M001778_seg001,fru-M-800067
FruMARCM-M001779_seg001,fru-M-800068
FruMARCM-M001783_seg001,fru-M-000106
FruMARCM-M001783_seg002,fru-M-000107
FruMARCM-M001784_seg001,fru-M-000108
FruMARCM-M001785_seg001,fru-M-000109
FruMARCM-M001785_seg002,fru-M-000110
FruMARCM-M001786_seg001,fru-M-500168
FruMARCM-M001786_seg002,fru-M-500169
FruMARCM-M001786_seg003,fru-M-500170
FruMARCM-M001787_seg001,fru-M-400164
FruMARCM-M001788_seg001,fru-M-400165
FruMARCM-M001789_seg001,fru-M-400166
FruMARCM-M001790_seg001,fru-M-900039
FruMARCM-M001791_seg001,fru-M-900040
FruMARCM-M001792_seg001,fru-M-000111
FruMARCM-M001792_seg002,fru-M-000112
FruMARCM-M001793_seg001,fru-M-000113
FruMARCM-M001793_seg002,fru-M-000114
FruMARCM-M001793_seg003,fru-M-000115
FruMARCM-M001794_seg001,fru-M-100167
FruMARCM-M001795_seg001,fru-M-100168
FruMARCM-M001795_seg002,fru-M-100169
FruMARCM-M001797_seg001,fru-M-600077
